,date_uuid,user_uuid,card_number,store_code,product_code,product_quantity
12,0e1e7e2b-ba00-4c47-9daf-d8f527086f76,52717e6a-955c-4c16-8f25-9e6a71ba3f60,3551071736826240,WEB-1388012W,Z2-0851042W,8
13,07248e1a-da56-4e94-8510-a9a47f80e0e2,196c8554-5df5-4519-973c-e05c0781cf52,371493449732930,WEB-1388012W,t5-7763922W,6
14,734714b8-f418-4c3b-bffd-9621beb0ea3b,21be4057-b932-41c4-96c0-0c9ab2c48d6c,3536516200696080,WEB-1388012W,Z8-4148279f,2
15,b6831c7f-e8f2-42e8-b05c-94f3921fdee2,c6eeaf38-40d1-490d-be78-0cadf870fdc3,5222519319551540,GR-18E26E0C,l4-0484985I,2
16,f84d4161-6aad-4730-9c90-391ca8db44af,7c8dc654-3994-40b1-a4a2-e55dc7081fe0,4537509987455280000,HA-B6953307,P1-5362711n,1
17,3db24e27-18e7-457e-9bb7-2a1ae81c8e13,3ca7e4af-c9af-4ae8-bf68-cf9e9ddf745c,6011881097126120,CH-7C155EA7,v7-6917295v,3
18,f0bf8f8f-4a5e-4ab3-8ea8-6486205fc0b9,4dff00da-ffb7-4cd4-accf-805738e630dd,4204210033998580000,WEB-1388012W,D0-3518057L,3
19,41ade3a2-74b0-4098-9b0e-d3fe33a9a1a7,649b54e4-011e-43e1-b0f7-e90f355f806e,3540126062083770,CL-7BF16887,w1-22434p,2
20,76178fe3-b3c6-4a51-890b-b92347d23cce,94c31d97-64cd-49c7-8ad8-d4b04fb76f26,180093132939478,LA-DE474D42,W4-8185499V,12
21,ebac50ce-42a3-469e-b000-bb4c813a362a,fbf6ce18-7838-40fc-9cf9-5c90e26b5b65,3579161126932720,AR-ADA61B10,Y1-0776845n,1
22,f4f402e6-4223-4bfe-84a7-debd3df1850c,ae5e0cde-2394-47ce-9905-d038dfd00cbb,4045259395988290,HI-F2784D72,l7-1024003n,1
23,07d20be3-eca5-49a0-8e04-ab64ba757fad,fb47ef8a-7caf-4f43-b227-8fd0354caf85,4305628477334070000,LA-347073D1,w9-8766704u,1
24,0b7145a1-cc1e-478c-bc49-44c625f4eb06,04c29a16-f3b3-4ca8-8971-e67d7863985d,6011112632675670,HE-A49D28DF,f1-4722530k,5
25,33c0fd7f-1d17-4b2a-9589-2e9d0c3ac8a3,10730690-b150-4328-83c9-023d594e9215,370629659061970,WEB-1388012W,w4-86578A,4
26,fa27f9b3-6a48-4f2e-b493-93ff7b9c57c5,be05cc7e-01f8-47a8-9b38-7ec396c41802,3565388078802970,WEB-1388012W,E4-7336898r,2
27,229eb324-901c-4868-9693-d2d466dbf07e,e4aae45c-d605-4457-860d-8a460a0a1d69,4413511328768020,BA-8BA66AA0,y2-2987173c,3
28,b7842a67-a6c7-4172-8b14-fd2da5bbf84b,4b0ff74b-8247-45e4-9d04-41b0a81be3e6,3510326851192930,WEB-1388012W,k6-93543H,15
29,4320f5bd-de8e-43b4-9676-0168c368a26f,34860ee2-e024-427f-b0d4-8e070881ce3a,30439078921644,PE-78E2B585,G4-9696129s,3
30,84ad4f7d-7b7d-4bdd-a620-b96c8c5c0078,fbedd1b1-463d-4660-83f5-cda91c900731,2296814173210180,CH-6A561423,x7-0261657H,2
31,9aa479b6-6d12-4368-ae8b-c9d4f585dacf,c4e8899f-a2c2-4bb6-98d0-58fc3a23c412,2297205767081190,WEB-1388012W,t8-6507415K,3
32,1a1d4936-21b1-4960-822c-2b7c44dba3d0,15c4c46f-c2d4-4b5f-b89d-6c5dca1fe8e7,30280604114274,AL-9E1A5529,X9-2624620g,14
33,04a4f1dc-2bd8-4b03-be15-b641c064f4d3,c313c419-7e6e-44fa-9e4d-d0f0cf98df1f,4024414397695410000,EH-91356030,U3-7247637T,6
34,16fa0762-50d5-4e38-bf19-10265e0abd93,06999681-7360-461c-9a1f-9dd85a97b871,4529390944325970,BE-9A378A7F,o0-4016167t,4
35,983cfec4-5d2b-41b0-9899-9efacbf6467f,ee0c5f80-2a18-42df-ad88-e898de71dd50,60485138139,PO-38790FAE,Z6-5998255Z,1
36,b1fe1d08-e13f-4d6b-8e5f-642d1917fd3e,38ea92ef-c7fb-4007-83fd-62d75d41487f,4243023678099,LO-C4AB23C1,I0-2219203g,8
37,09f5d05f-97c3-47ba-a3e1-e02bdd12de93,a0f59605-c280-4714-aad1-0768269ecd86,4976058331830470000,BE-6F48991F,J3-4488330L,1
38,58943d02-676e-4cc0-85bc-e1a50461a2b3,bc2b54b8-f175-46ab-906a-4f15746c4f49,4224188732297920,EH-91356030,z8-257244T,3
39,50fb324f-8380-480d-b4e0-0ab354f95875,15e92a28-e885-4844-9ead-17cb1a56fa6c,3514396157366920,KI-81D6FEBD,l1-4267653w,1
40,0993d886-473c-4cd4-b028-4af87564b47e,d0286115-f060-486f-b8e3-7fa179f2f33e,30158747323244,WEB-1388012W,u3-7131504g,1
41,85e09a7b-9446-4374-9c6e-c987da213025,3efb6344-d456-4b1e-bf28-42afb304fda2,3590999821623690,TH-D62B06B7,C8-2195382O,4
42,9f740e23-6eb8-465e-b421-6460706aa6b7,5e9eb81e-65b2-4847-9143-f2f7be6da2c3,60457486839,WEB-1388012W,q5-6488109e,5
43,2fe52a66-2690-4c4c-9798-350684bd221e,c3f421dc-c208-4a6d-a28a-84af24ec9c6d,4934170565606,WE-31C8B335,E9-2666287w,4
44,8d0b3c8d-6abd-4c43-abc6-8db9331ffb1d,0b935d06-7803-4a79-b2e6-07cc22c02658,36125643138236,BA-25629F8E,q7-0232955R,3
45,0f5dcea9-e7f8-4851-b1bd-cdebbee98884,cbb483e5-be8d-4d9c-919d-2f3a2a9d1ac7,4499574398661660,BA-41B2EB4B,H9-403416k,2
46,8ee4952c-1fcb-4c71-8db1-42339f385259,08f59639-080d-4381-9cc0-a77b4bc7d04b,30079697561056,RA-412FE889,i7-2575230x,1
47,0ce90a01-1885-46a6-9f42-d1b257ed4acc,5725911a-5d89-479e-997e-e1e734efbc76,3569354729407150,TH-B6A0AB51,L7-8919618p,1
48,04650179-9a93-420b-9f65-ee5ba84e9618,2f290212-2388-4838-83eb-b8f704c8d7b8,213139697145299,NE-2B35DCBD,n5-7375132t,4
49,2feecc4f-94b5-4ce3-aeb7-981e7570fd93,43fe9e5e-3043-4e26-b84d-e5e6b0a77682,676119752563,WEB-1388012W,r8-2771125H,5
50,251da4ea-b1ea-45a5-9ca6-748268f9672c,e0893308-9878-48cb-b5aa-9377ff0a07f3,4923545896758580000,FA-6A7ABBAD,J3-531237O,2
51,94cacab2-66b9-4490-a4c1-352692fffedc,a0096b62-cd74-4077-8499-070a6aaabff8,4145489239111500,EX-FA379F57,V3-9834733u,6
52,1180031f-3110-43ff-832b-0357538c7eb4,579e57e3-50d5-47a2-b27f-1a1e23522a03,4131871381315060,TH-142AE777,i3-9861696j,3
53,f948a00f-c927-4b54-ba2e-8863000b0e1b,ad4e8223-f93a-4c3a-b592-eba785907575,4850248250585,SU-5F78B30A,x5-8684363O,1
54,990bd8ef-6950-4904-ba41-14c24df3ff7f,22a8741b-2873-4614-9588-defa6f59bf91,676231685725,WEB-1388012W,U7-7575064z,7
55,044c982f-4a2f-4375-b48d-68214f34d391,e6d525e6-eb9d-4edf-a298-9202a47101e3,372498568017103,WEB-1388012W,O5-3308274i,1
56,e185b90c-8e35-49eb-b786-59fc04b5c5bb,6b197adc-d243-465b-94f1-c469daf87317,4108484730579010,SU-B415327A,h2-1192921e,4
57,69d827f3-0243-4c08-91e1-7fd73669226b,df35b178-01c4-41d3-b286-1966dd07803b,676293500408,PO-3A1A12CD,Z2-9848068O,8
58,631ff827-e96e-4870-8ac2-89614a4d902e,2c9a9750-4bb1-4345-a1ff-8509d454afe3,581681339767,WEB-1388012W,Y4-5527416w,1
59,1087bd7e-b4bf-423e-9c38-6cdcccf57a7c,987c3c19-8d33-43b6-b424-b54dfe995c72,180083117707156,WEB-1388012W,R8-9508754b,15
60,4140be87-35dc-463d-924d-a9e2479161bd,57394f89-0687-47df-aa63-556bbb8bd269,213185617039336,AL-EE8984F0,k6-6272565F,6
61,20fb336f-5344-46b8-a3d7-51f2ed9ecdc3,1235c45a-5a55-4a4d-80de-3951bd9bc254,180038452399167,BA-25629F8E,z6-0868371r,4
62,95727760-b65a-4557-833c-e682e860b975,de85f8a5-1c38-4c9c-8640-4ff3538f488b,213148437331713,LE-1E8CCAFA,r1-9695407l,1
63,35a0833e-3538-438d-9ba3-91b617ce13ea,b0453486-5f1c-43fc-a43f-8cfc7cc2ba7f,6011852840796870,LO-8E1CA9E3,Q5-3022807D,2
64,fc009cac-35bf-4f8a-83c4-6e140f115d4f,260f05c9-5b8a-4072-a7ac-edddb8e08907,6011662146447830,KI-137ED849,q0-9351840W,4
65,19d3854d-7678-4e45-abf7-cc5478bd2ddb,73dac462-4522-4ac9-a69e-91d76133b86a,375909252165187,WI-5CDC1053,k9-7953223M,2
66,d11d4481-bcbe-4b16-9170-0c5e51800633,97d45030-5c09-4a38-afee-46825e865943,30095105471035,PE-52B1E131,n9-3534053i,1
67,d7b8bd75-7900-404a-b39a-da3974b9089a,5f1746ec-548b-44d0-9116-663d91145d63,3584417008059140,CH-DEF208AA,g6-788110q,2
68,ee1b95d0-dfd5-4ebb-b3b6-d5e1eb758b44,72900fd4-2842-46e2-a801-f3b7fe24ad3b,2244978562790820,VE-93DA8430,r5-2078732l,3
69,af2dd03a-d9ec-4545-b68a-4e9502efe5e0,d59d3bd3-b3bb-4a03-8bc4-9bab4c0e9d75,4027528338006,CH-C9AB9518,g3-8968515C,2
70,fdf93d16-708a-46f1-b5f1-9d7cfa11329a,66c9e2f3-2962-48e8-9d01-6736579fa873,30425667828100,CH-164A23FB,s8-9601864E,3
71,0f85bd67-4766-4c9e-bef9-c422377bfd7b,c284a040-2eb4-4e86-83ed-8923d83903a1,2244479907474760,ME-6529390A,c4-9997249x,2
72,1af4fa84-6171-4d14-ad77-01e1f327e283,2cf8f3eb-ee4b-4996-8774-4ff86cbfa27a,3570781166096810,WEB-1388012W,K2-9476324E,4
73,8faf4975-b76f-4f9d-ba35-39f63e780686,7e1fcae3-a895-4b2a-85c6-34a1f6c9e12f,2310820813218710,WEB-1388012W,x0-2673899K,1
74,f23c0561-f5df-4cd4-a380-886d2b5f19f8,88029c1f-3c85-4b49-9b4e-57dd8b283ea4,4725463191106120000,VI-B13ACF87,p1-5222274R,3
75,cf7d19eb-eed3-4c77-8144-58e478e83e84,6b23bc5b-f176-45b5-8a86-079edd95da8e,4319742178425770,RA-2A22B217,I7-3016291V,3
76,cbe763af-4bf4-414c-8088-4e2e9d2f8d3f,480a1b3c-b750-4b57-adf8-70888104d434,4466560959453,NE-374D3983,z3-4041655X,1
77,a3cd6c74-462e-4589-8f46-99af5a2c04a3,89ddaf29-629f-411f-a480-d70eab281efc,30180112075555,CL-DA786EF6,M2-9293803v,10
78,b7db30e2-112c-405e-a1ad-ec234cb10a34,433483ad-4f86-4729-8387-0e731a80cd51,3517948043479210,BE-B069E157,a3-0069189f,3
79,0e6bb013-99e7-46b3-bbdc-dc3979011608,e4911368-cddc-4226-9f2e-c2f638ed900b,3575217498720440,WEB-1388012W,q6-6969580o,6
80,79b92774-76b9-4369-bc6c-b29e64b84703,0555e637-da8d-4ee7-b99a-63fe4a05d921,4588947128070,SU-346D5CF2,A2-3147878s,3
81,9eafbb46-fc00-45f7-beb5-d350e820f2a3,4ab4b5a7-370a-402e-a664-d9f891c17cec,6550095846760120,WE-A6C131B0,z6-5492111k,3
82,27e499f8-48a2-4fed-b1be-c5a6af1cc717,8f508f8b-a86c-4fb5-a9d4-40059a8429b9,36021639286396,BE-B069E157,X1-0417502l,3
83,f7bdbac9-a956-4bb2-9158-78b1d841319e,c2e5b6c5-d13f-4ece-b0ca-202044bd7cb3,6506115570116190,LA-7A9AA65C,u3-2735117T,2
84,3b7ca996-37f9-433f-b6d0-ce8391b615ad,6fca961b-aae0-4d95-9eb9-c31494b05f2e,346534852323501,WEB-1388012W,j5-153373x,1
85,013ba091-01e5-4be2-bea0-8cac82e967c1,54d3f002-bbf9-4655-8609-ae8babf4d7a4,4177601107944940000,LA-6D1FE061,I8-9598111e,5
86,0b23ba74-cb8d-48cd-a95a-d14bd52b468c,1d696ab5-0826-48ba-9bb3-0b1bef721434,4749402420184460,CH-E1344D81,t3-607663j,3
87,429124cf-a7c8-477c-9fa2-26a9e7a46514,282ff57d-ebf3-4fef-8fbf-349b32f78079,4838743717197410,AR-0C5116E4,H7-3096678F,7
88,21578566-1205-4bf9-ad8f-4f323d68cb0a,720b227e-e03c-42c5-a5b2-8ede8755ce72,3503307442630630,WEB-1388012W,y2-5766330U,4
89,35a64040-e166-4882-95f7-2e8da0a96c68,0bdd7e22-5a88-4f12-813a-ba47d73b8f2d,575350944766,WEB-1388012W,j7-2855024l,1
90,92f1870f-9d5c-43a1-88c8-6700563d5134,594de5bf-5350-4680-a9a3-dc8e699da095,4639809799549920,KA-9D87BC15,k3-5413910s,3
91,0dda7459-f6b1-46bc-8284-bbff3bc25bc0,91079ea7-0deb-4d94-89be-c5f3acbe5d6f,4005849178483,BE-F9462A80,V8-3495348u,13
92,fa96bd3c-6223-428c-9ffd-c91ca6be0702,bfd03c97-45de-4dc0-92ee-f3db6ce4b2cd,4764497710814640,DE-12392F66,b9-7042914O,4
93,6681bf47-2963-4709-9186-b9f7c78036e7,06570b78-da42-40cf-8d35-c97c3b99c4fa,3517287513574020,KA-9D87BC15,N2-1953796y,1
94,3d9aeccb-15c1-45b7-ae25-fba1bab641dc,8cfb7d1a-ddb8-4d8c-ac98-37719c0b37de,3507036246815300,PF-D90B564A,g7-3523071h,4
95,1434ca26-4954-4e4d-ba07-1e8cc9d364cf,0bd028f1-02c0-4441-8535-299a2e8db939,347225500075101,GA-2252ED9A,H6-8233112l,2
96,e66bb620-2376-458a-9789-c5b02c5e2c63,fd0d7355-892c-4192-b9ef-282ef3d8e6f6,3504582964063800,KA-9D87BC15,p9-7606658G,1
97,c0a8d996-3ae3-4f74-94b7-5609266286dc,aa9560a5-8f64-47e7-8fd7-a32846c790ca,6547615342880760,OB-4B85CD4E,Q6-9405554s,8
98,b063b7b5-3b00-4c86-9df2-323695311e20,adb4bfee-9625-40f8-aaa7-53e54b58f274,4537616359009030000,WEB-1388012W,c8-3806111Y,6
99,a462bfef-ac61-4e62-a99b-09563d79a024,87e945d4-bc8d-423c-b786-0cede8d0b159,2294060415437190,WEB-1388012W,N6-5815005e,4
100,f4d1b94d-58ff-4bac-b59a-7787267a4dfa,ed003b7b-cc7c-4dab-960d-3e83bb99ee97,3588368762770770,SU-346D5CF2,X2-5848901O,4
101,0d09f86a-9eb6-46ad-bec2-aa1a95b80833,a9286cb1-450d-4d38-9900-b974c238a51e,6524192031219120,WEB-1388012W,d0-3762988t,3
102,e7c592d3-32d5-41b9-93de-abe1993c42e3,3971a10c-cd14-4ebe-acef-d2780239f6a3,180041071434092,WE-0E145AF9,v1-7546927q,4
103,ba4ab191-7976-43af-b67b-08432e521413,dd99f5b9-6758-4bce-a18c-af0904905235,213159098807313,IN-157E1191,e2-8041030P,1
104,38402a13-d751-4dae-b456-622fe4b1be5c,350cca9e-3759-4ed2-999a-8c3972de0c2e,3511659845316830,SC-ADA59883,c6-1218333p,5
105,61239679-d4bc-4530-afba-75cef9600cb9,af365bfb-3208-430c-912a-a4d5b020ab11,30591165864887,GR-18E26E0C,I5-8282517U,13
106,1b658215-1d9a-4212-b7c1-af8c613a98c9,f855028c-a77b-4c99-8fa6-069b1683ab55,3566624359220790,WEB-1388012W,t5-6618878a,2
107,966eb443-f437-46d0-8c22-693fb26e9aa5,a45ec7ce-69fb-497c-83b8-bae387efd8cb,4469615060239300000,LY-89B9F675,f8-7227369O,5
108,1d0058a9-dbb4-4684-bfe8-dcab2c9ab7ec,8406a3e2-cf09-4ce7-ae6e-0c165b1d61d1,374589179576988,WEB-1388012W,Q1-6904200T,1
109,c80382f1-d874-43ff-99f4-0bb5b5e4ed8b,00cc0739-166b-475d-a717-20605773052a,180080246803229,GA-846D92B4,E1-0514147p,2
110,8b506785-d70d-44eb-80a2-8c3fd08c3b2e,e779e390-311a-4661-ae8c-00a0cbd2d873,4145662949755970,PE-78E2B585,M7-9563436j,7
111,a50209c2-1db6-4593-b2bc-a5595a0fc881,61c13d0b-9095-47c1-94e1-fc676d3a8b60,4150158657691,SI-66F97423,q4-229130w,3
112,71054980-7ae3-40e8-b94b-255ed4aeada0,9f64852f-4eeb-4024-9895-ef03f405a2a4,3583218047699840,BE-DAD46DCD,Z0-8213759K,1
113,4dad61df-fb4b-463f-af79-ba2e95a07a62,4f2fa458-ce93-4661-94d8-b1395a227076,6011887212979720,MI-20EE1BFA,g6-0313456t,4
114,9e870cf3-8477-43e0-950a-ea89a38936d0,cfa6717a-9d8d-4f3b-a3f1-a7c3d594d88b,6011592595426290,SI-C489938D,c7-6037573k,1
115,f40f9a00-4ae0-45d1-b884-95d7c9957c18,992f987f-d698-4ee1-8a03-9ad987e783b0,213164174481249,WE-298C66F0,M0-5087883B,1
116,d6df57a6-e7d3-47b7-ad8e-efe12369722d,c0d70c8d-2182-4e00-91ab-28245a27c566,6521667118670950,IN-827175EE,N8-6376991R,4
117,6636f1cb-9f91-49b1-bf11-54ad7c849e8b,605db62a-1bf9-430a-b1d7-1e08a2c072d9,2274876960738170,ME-9940FF73,Z6-1142800i,3
118,82ac24d2-abc1-4d6c-8edf-aca956bd0f34,0ef1ec98-3de6-4d09-b82f-7d5db2a7ce3f,6575242255783560,RA-583F0CF9,T3-0974316x,2
119,24e309fc-03f5-4ffe-8e82-be960e7d19d6,01fc3dce-c9a6-4a46-b160-38076ea6096d,4617848619884830000,HU-57B095A2,O1-4855617h,4
120,2d675516-b446-4717-a7cd-84c760c1cee1,3a730917-05ec-4ce1-a8f4-8a1d9ef0f6fa,4546958607493620,WEB-1388012W,v5-7518429i,3
121,aa921109-197b-44f1-a795-f29df41e7f2f,c0c10fe0-eb78-4d64-8c2f-104355e50efb,4671576682730,CH-C98AC168,A0-199587D,3
122,958fab16-a81c-41ae-82d7-6ce4dc1b05b3,25d41a50-1550-4fec-9f1f-f1248d4e44a4,4009798496502850,ME-FB62E459,q2-4145760Y,2
123,91ace690-c933-4ce3-b756-d645b01ca348,9845d7bb-5851-42a3-8621-f8be6922cfaf,30043592114296,BA-41B2EB4B,f9-4142875O,3
124,3087dade-9d67-4ed6-874d-244174dc289c,79e9bdf0-929b-4b0e-ad65-61f17c3bfc3f,3534672147045390,GR-84BD26D4,L8-655498D,14
125,91f047e0-dbc8-4bd1-ab94-04c3eb894bbc,7acfdbdb-5347-45f4-a379-b3272b41124c,4466728925689730000,SE-09EAF854,x9-3229911K,3
126,7297fe28-c2fb-48a7-b3bb-77427082216f,a2621aa9-b96b-4069-825c-6931a0399d87,4540308816293220000,BA-B4AED588,G1-2274729E,2
127,06ed5e5b-14a4-4c51-bc83-22bb9cf9f92c,ac10881b-86cb-42a7-820a-6f15ccbf456f,564128564718,WI-5CDC1053,a0-5197379h,1
128,76e5029e-69de-41d6-9900-083022c04a8b,ea236677-54bc-4837-88f2-4dd6b475f994,344884797663251,BU-44F16401,E5-6409069F,7
129,e2bed601-9385-4e4c-a0f7-516853262506,ecfd84bd-4c07-4510-9967-0af97821ec85,3509093146400700,CH-6D105C69,z4-2303734s,1
130,4dd4347c-eca7-40ae-b9da-dce92d7c5a71,9856c030-b467-4b35-a507-9fe7d30d7424,6011369698621020,HO-CE40B554,E1-3843907p,5
131,d8632e32-14cc-4399-aa5a-eac4ea5fbb20,b9e9178b-1488-4495-9ef9-352ac7bce0fb,4264610789837620,WEB-1388012W,x6-5318136C,3
132,ee33dc0c-25fd-47f9-b280-c3a6309d01c2,555bf9a3-2276-40f4-b5a4-492fc55c1bb8,180015756135190,PE-60C328DB,C4-0663183P,5
133,12357efa-00d4-4053-90e1-a3157144969d,0529917f-eadf-45b8-9877-1daed66d7a4e,3503542374654200,WEB-1388012W,b1-9587201G,1
134,76cbac63-4bf0-4760-a352-8b5a09bf1069,9a2fef88-6a64-4e43-b5e3-ee5f43cfb100,4158723133970670,GR-250FBD0C,Q6-0378308i,2
135,5f55d2e5-f6e3-4c1e-801c-b1d3cfde0db4,b5b93e10-6f4c-4d39-a6ef-2f4dea1528a8,4338477003933360,AR-5E72668B,Y2-1865468L,1
136,84bb263b-d4b8-409f-9e3c-80ac5214c89b,6d7f7a38-6f2f-4a3e-bc2e-d66db8ee32d3,564984589809,BE-9A378A7F,I9-2275056m,5
137,b33d0c10-1f77-40a6-89c7-3b7e5118cfb0,91014af7-f57b-4cb0-947c-2cebae24db87,4350714812589620,SI-ECD52CD9,f9-2739620i,3
138,e1ed35ba-5f73-49b1-97ae-711650fcec46,dd58cb67-015c-4029-bbc1-3c754a7712f2,6537258455501990,WA-ED4B495E,s7-8739998s,4
139,24819127-6dbe-416f-bb57-b7c5931ff34d,ee39eab4-d868-49a4-ba24-7b74b9393746,6520005527716070,WEB-1388012W,V4-9229868L,3
140,d263a7f4-5ee8-49ab-946b-0a492ee4ff85,bc9770c0-e144-4ca6-aa81-621ccc2d7309,4092454363906180,JA-49A2D7F5,C8-6023618w,4
141,149861a5-b949-480a-bffa-b407aca851d8,d21a9bad-ec86-4580-b65f-dc5b4d53813f,3555499065337720,WEB-1388012W,C9-7995355z,4
142,105a4bd9-bc61-47c7-90c0-f7839be1b257,a73de2a9-786f-49c8-baac-15e403ca1749,213133430820417,CA-70469742,g0-566549g,3
143,8e49a85b-02a0-41b4-98c3-0dca6bd12a1c,8898e1ed-3c10-4d4a-990a-59dc22720fda,30382459793101,WEB-1388012W,S2-7206822M,3
144,84681e95-6980-4e4d-84b5-ccc9c1372be4,51ff7419-c9e8-49d6-a90c-6c4e2dba692c,60111111913046,BE-F4596696,F7-4913485A,4
145,638174f5-3dc6-40b8-b22b-6d34e4cd3be5,60bb0203-074d-4a0f-a413-aa7d99afd8c3,675964295934,PO-4AF8FC4D,v2-903142f,2
146,40035b08-6d26-4eee-8fa9-74b9fd899e97,37577a40-f2f9-414c-acb9-b31a4e5c06be,6580954508196020,SC-ADA59883,K3-8235716q,6
147,c4dbb2f1-91cc-493a-a12d-fb7841ed3cdb,e069b030-8a24-41af-ba67-ab8c83d6af5a,379544388859480,WEB-1388012W,F4-2643775U,2
148,ce3181ea-bdc3-4cf7-9df1-d2c2c480b7dd,993a044c-dafe-49f3-92b6-52d684b11a2f,639051308133,SE-09EAF854,E2-8129959b,7
149,10fab07e-7a3e-49f4-a9f6-11acb188ba72,34ac9b57-2a12-4403-b7b2-87b6dd876784,676197624627,MA-316BDC6E,q2-3515917p,2
150,eb5b6495-4061-4e99-9c6f-48635c1cb854,698cf501-57e8-4e55-a63d-fad80ba035cf,30436408634905,CL-C183BE4B,Q2-6153960F,1
151,2cd3665d-b4de-4619-82f5-3a6eb6fcd61e,a4fb9a42-e81c-4404-aaa2-6f630c06e95d,30366098644395,LO-3DD01CA8,z2-0776812G,1
152,9118fe38-49a4-413a-bed7-fd533bd261c3,9b0bdf44-67ec-40fb-a077-f48f6e21e9ca,4507220961742,WA-A34BF06C,Q1-3426507j,3
153,9999fb81-782a-4075-a37e-c2231ed67183,d6f1501a-3c37-4220-8439-24489f5ed620,30240385709155,ME-6529390A,m3-2511819C,4
154,623c107b-8a16-4ad5-b5c1-1efcab276e54,a7623426-d9dd-4d22-bdd6-05e825a7a453,4511109856138500000,HA-10EEDC1D,u8-0387560z,10
155,392194cf-3302-463d-946a-596a119e0c66,f5195986-e6d2-4e8d-9d4c-7417fafbae5b,3562364872068970,EA-EC2DAADE,Z3-1704652m,3
156,1112790a-a6b2-4c3c-bc84-6e0a3690d47d,e56e9ca0-f443-428f-a72c-f036c1702e42,3550482967595170,ST-119B11EA,s6-1648493d,8
157,bce5834e-bbad-4828-80a2-bc6a1a1280d2,84f692b7-e6f0-49ef-843e-595fd6e94eab,30092025361172,EX-82831D93,R3-6607889w,4
158,19404afc-9700-4719-a309-7e1e1925f486,5e5dd764-18c6-4560-9680-8f724f9b9418,371842803993779,CH-7638016B,U3-435696C,4
159,8af84665-60c2-4802-82ec-b0b04b92d563,c546ae62-c191-4d72-9048-ca0377137230,3520167590602520,WEB-1388012W,b2-5922929e,9
160,39ea0091-c498-4f52-8758-e606f68b4b01,63c09593-4ba2-4c99-964f-b413db1d739c,375231530935095,RU-514020AC,N6-9388701B,7
161,86f18e63-fb6e-47e4-8052-350555a8a1b8,3c8e8353-4886-44b7-8958-aa64bcfe752b,30022003678867,ST-06E21C4A,t7-521122i,3
162,c83f6b2c-3d9c-4231-a7a8-9ad86d9b31a3,e07ca89c-b0cd-4371-8671-baa63255cd34,38586217093206,WEB-1388012W,L2-5103587f,4
163,f45d24b5-a35e-402a-990e-b2db193baeee,d437405d-6960-4e0d-8f76-d6896b50fc5a,4156466200099530,WEB-1388012W,f7-6864343R,1
164,d0c053b8-6a1f-40fd-b31f-8b2323931d4d,c2186d35-d900-453b-868c-f8392b865125,2709712362628980,LA-9F489A77,w0-9267780V,2
165,2791a275-dc9e-4b1d-98e9-190c5aca0abf,93771aa5-7c96-4c5f-b085-3edcc9495a5f,4945065482962,EP-E66BE479,F0-948321I,7
166,7161a93c-abc0-4b10-a15c-dceb77e3b0ee,12787878-e5b6-4afb-aecf-f0df1fb1ec5b,213158086066411,HA-39A446E2,p0-5032994d,2
167,7ea35756-eadf-436a-8402-0b254e4ccd9e,b7e23ea2-57d8-4881-b186-699f4b749aef,6011032421324050,WEB-1388012W,H9-4594365F,5
